	onset	duration	value	bodySite	temperature	condition	keys	rt	phase	biopacCode	biopac_channel
0	0.05012989998795092	0.467788620153442	-51			ComfortRating					41.0
1	0.570373399881646	0.4619338500779122	82			ValenceRating					39.0
2	1.0653979999478906	0.471950989915058	26			IntensityRating					41.0
3	1.5859821999911219	0.4640755201689899	-54			AvoidanceRating					200.0
4	2.0909090999048203	0.4706610201392323	-12			RelaxationRating					201.0
5	2.602746000047773	0.463818320306018	67			AttentionRating					202.0
6	3.0958362000528723	0.4777159900404513	-10			BoredomRating					203.0
7	3.614191599888727	0.4742175901774317	-49			AlertnessRating					204.0
8	4.1331209999043494	0.46977829025126994	93			PosThxRating					205.0
9	4.648189699975774	0.4730089900549501	50			NegThxRating					206.0
10	5.166969399899244	0.46874429006129503	-51			SelfRating					207.0
11	5.681739500025287	0.47263909014873207	-98			OtherRating					208.0
12	6.200954899890348	0.4676932899747044	93			ImageryRating					205.0
13	6.724148399895057	0.47124651982448995	92			PresentRating					210.0
